Name,Address,Phone,Website,Operating_Hours,Dinner_cost,Lunch_cost,Rating,Reviews
Sushichoushimaru,9-chome-6-9 Kameido Koto City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1312/A131202/13046941/,HPまたは店舗にてご確認ください。,"￥1,000～￥1,999","￥1,000～￥1,999",3.08,43
Matsukizushi,3-chome-8-2 Shinjuku Shinjuku City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1304/A130401/13012104/,11:00～翌5:00,"￥3,000～￥3,999","￥1,000～￥1,999",3.38,39
Sushikaimasa,Roppongi Minato City Tokyo,n/a,https://tabelog.com/en/tokyo/A1307/A130701/13122868/,11:30～14:00 (L.O. 13:30)18:00～23:00 (L.O. 22:30),"￥10,000～￥14,999","￥1,000～￥1,999",3.28,34
Yoneyama,6-chome-66 Kagurazaka Shinjuku City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1309/A130905/13011158/,18:00～23:00(L.O.22:00)土日18:00～22:00(L.O.21:00),"￥8,000～￥9,999",-,3.25,12
Kaisemmisakikou,5-chome-7-28 Maeharacho Koganei Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1325/A132501/13027559/,11:00～23:00,"￥1,000～￥1,999","￥1,000～￥1,999",3.07,23
Sushiisano,3-chome-9-17 Ebisu Shibuya City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1303/A130302/13049168/,18:00-23:00 (LO22:30),"￥15,000～￥19,999",-,3.15,30
Sushiro,Takenotsuka Adachi City Tokyo,n/a,https://tabelog.com/en/tokyo/A1324/A132404/13162144/,[月～金] 11:00～23:00(L.O.22:30)[土・日・祝] 10:30～23:00(L.O22:30),"￥1,000～￥1,999","￥3,000～￥3,999",3.06,20
ITAMAE SUSHI,3-chome-11-13 Akasaka Minato City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1308/A130801/13169545/,［月～金］11:30～翌04:00［土日祝］11:30～23:00　※各クローズ時間30分前にラストオーダーランチタイム　11:30～16:00,"￥3,000～￥3,999",～￥999,3.08,32
Maguroichidai,1-chome-3-1 Kaigan Minato City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1314/A131401/13159027/,[月～金] 7:00～23:00 (L.O. 22:30) [土・日・祝] 11:00～22:00,"￥2,000～￥2,999","￥1,000～￥1,999",3.32,56
Kaisemmisakiwan,3-chome-17-4 Shibuya Shibuya City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1303/A130301/13223448/,11:30～21:30,～￥999,"￥4,000～￥4,999",3.03,10
Kinzushi,Kudankita Chiyoda City Tokyo,n/a,https://tabelog.com/en/tokyo/A1309/A130904/13092533/,［月～金］11:30～13:30／16:30～22:00［土］11:30～13:30／16:30～21:00,"￥6,000～￥7,999",～￥999,3.51,42
Tsukijisushisei,3-chome-15-17 Shinjuku Shinjuku City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1304/A130401/13017388/,[月～金] 11:30～15:00 17:00～22:30 [土・日・祝] 11:00～22:30,"￥8,000～￥9,999","￥15,000～￥19,999",3.14,46
shimbashitsuruhachi,2-chome-16-1 Shinbashi Minato City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1301/A130103/13173432/,11:30～13:00 (昼営業は水・木・金・土)17:00～22:00(最終入店),"￥15,000～￥19,999","￥10,000～￥14,999",3.9,111
Futagosushi,2-chome-21-1 Tamagawa Setagaya City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1317/A131708/13061551/,17:00～22:00,"￥5,000～￥5,999",-,3.25,14
Jizouzushi,3-chome-18-5 Shirokanedai Minato City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1316/A131601/13181596/,（木）（金）（土）　19：15～22：30（19時半　最終入店）◆お電話にてご予約をお願い致します。　ご予約のお電話は(月)～(土)いつでも承ります。※尚、当日キャンセルはお断りさせていただきます,"￥20,000～￥29,999",-,3.36,17
Susi oomasa,159-1 Takahata Hino Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1329/A132903/13071854/,[月～土] 11:00～14:00 17:00～22:00[日・祝]11:00～15:00 17:00～21:00,"￥5,000～￥5,999",-,3.18,11
Katsuooedo,3-chome-28-9 Ueno Taito City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1311/A131101/13103003/,11:00～23:30,"￥1,000～￥1,999","￥1,000～￥1,999",3.14,29
hamazushi,2-chome-12-10 Kajicho Chiyoda City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1310/A131002/13100826/,[月～金]11:30～23:00[土]11:30～22:00[祝]11:30～21:00,"￥5,000～￥5,999",～￥999,3.27,13
Fukusushi,2-chome-5-11 Ōgibashi Koto City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1312/A131201/13101322/,11:30 ～ 15:00 / 18:00 ～ 23:00(LO22:00)　営業。定休日。水曜日　要望にて特別に営業も可能です。主にお任せで営業してますが、お好みでも可能です。,"￥5,000～￥5,999","￥3,000～￥3,999",3.32,16
Ganko,Okubo Shinjuku City Tokyo,n/a,https://tabelog.com/en/tokyo/A1304/A130401/13173894/,政府の『緊急事態宣言』を受けまして、下記の期間、時間短縮、酒類の提供を自粛させていただきます。■短縮期間:2021年7月12日(月)〜2021年8月22日(日)■営業時間:11:30-15:00(L.O.14:30) 17:00-20:00(L.O.19:00)※8月23日以降は、政府の要請により、変更することがございます。ご理解の程、よろしくお願い致します。,"￥5,000～￥5,999","￥2,000～￥2,999",3.13,53
Magurobito,Motoizumi Komae Tokyo,n/a,https://tabelog.com/en/tokyo/A1326/A132603/13035867/,[月～日]11:30〜20:00,"￥2,000～￥2,999",～￥999,3.19,32
Tozaki,8-chome-5-21 Ginza Chuo City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1301/A130103/13199892/,11:30~14:00 (L.O.13:30)18:00~23:00 (L.O.22:00),"￥20,000～￥29,999","￥8,000～￥9,999",3.09,11
Sakaezushi,3-chome-21-6 Asakusa Taito City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1311/A131102/13008701/,18:00～23:00,"￥10,000～￥14,999",-,3.64,34
Wakasazushi,Shimorenjaku Mitaka Tokyo,n/a,https://tabelog.com/en/tokyo/A1320/A132002/13025436/,11:00～23:00(ランチタイム11:00～14:00 ※平日のみ),"￥2,000～￥2,999","￥3,000～￥3,999",3.47,51
Sanchasakaezushi,Taishido Setagaya City Tokyo,n/a,https://tabelog.com/en/tokyo/A1317/A131706/13013749/,14:00〜24:00（コロナ対策営業時間）,"￥3,000～￥3,999","￥2,000～￥2,999",3.1,15
Edohama,1-chome-15-6 Nihonbashiningyocho Chuo City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1302/A130204/13018158/,,"￥8,000～￥9,999","￥6,000～￥7,999",3.18,19
Sushidokoroamami,4-chome-1-29 Negishi Taito City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1311/A131104/13029234/,昼食 11:30～13:30 夕食 17:30～23:30,-,～￥999,3.32,11
Hakkoku,6-chome-7-6 Ginza Chuo City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1301/A130101/13217157/,17:30～20:30(最終入店)※ランチ営業は2020年3月末をもって終了いたしました。,"￥30,000～￥39,999",-,4.06,254
Sushiyaakabee,Kohoku Adachi City Tokyo,n/a,https://tabelog.com/en/tokyo/A1324/A132404/13021741/,11:00～23:00,"￥4,000～￥4,999",～￥999,3.23,24
Iwasazushi,6-chome-5-1 Toyosu Koto City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1313/A131307/13228118/,6:00～15:00,-,"￥4,000～￥4,999",3.39,27
Mitani,1-chome-1-22 Yotsuya Shinjuku City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1309/A130902/13042204/,18:00〜22:30 (L.O. 22:00)ランチ営業なし,"￥40,000～￥49,999",-,4.51,199
sushimarufuku,3-chome-17-4 Nishiogiminami Suginami City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1319/A131907/13138242/,18:00～21：00最終入店,"￥15,000～￥19,999",-,3.7,60
Iseya,1-chome-30-1 Kitamachi Nerima City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1322/A132203/13122269/,営業時間　朝６時３０分　夕方５時３０分まで,～￥999,-,3.11,12
Koichian,1-chome-1-25 Nishiikebukuro Toshima City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1305/A130501/13117194/,東武百貨店に準ずる,～￥999,"￥1,000～￥1,999",3.04,11
Sakarizushi,1-chome-35 Kanda Jinbocho Chiyoda City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1310/A131003/13030478/,11:30～14:00／17:00～22:30,-,"￥1,000～￥1,999",3.34,20
Sushiyaginzou,1 Chome Nogaya Machida Tokyo,n/a,https://tabelog.com/en/tokyo/A1327/A132701/13026914/,[月～金]11:30～14:30(L.O.14:00)17:00～22:30(L.O.22:00) [土]11:30～22:30(L.O.22:00) [日・祝]11:30～22:00(L.O.21:30) ※営業時間は予告なく変更になる場合がございます。,"￥2,000～￥2,999",～￥999,3.04,11
Mutenkurazushi,Bessho Hachioji Tokyo,n/a,https://tabelog.com/en/tokyo/A1329/A132904/13090926/,[全日]11:00～23:00※ご入店は閉店時間の30分前まで,"￥1,000～￥1,999","￥1,000～￥1,999",3.04,15
Minatoshinchi,1-chome-3-2 Ebisuminami Shibuya City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1303/A130302/13243231/,24時間営業,"￥2,000～￥2,999","￥1,000～￥1,999",3.15,13
Sushiro,3 Chome-19 Minamikasai Edogawa City Tokyo,n/a,https://tabelog.com/en/tokyo/A1313/A131305/13025164/,11:00～23:00,"￥1,000～￥1,999","￥1,000～￥1,999",3.08,35
sushiuogashinihonichi,Sotokanda Chiyoda City Tokyo,n/a,https://tabelog.com/en/tokyo/A1310/A131001/13117998/,10:00～22:30,"￥1,000～￥1,999",～￥999,3.26,57
Kinako,1-chome-1-2 Motohongocho Hachioji Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1329/A132904/13016386/,11:30～22:00,-,"￥2,000～￥2,999",3.18,12
Futabazushi,1-chome-9-14 Akatsuka Itabashi City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1322/A132204/13047631/,[月～土]11:00～14:0016:00〜翌0:30[日祝]11:00～14:0016:00〜22:00,"￥4,000～￥4,999",-,3.08,10
Mizuki,3-chome-16-11 Nishiasakusa Taito City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1311/A131102/13033305/,［月・火・木・金］12:00～14:00（L.O.）／17:00～22:00（L.O.21:30）［土・日・祝］12:00～22:00（L.O.21:30）,"￥2,000～￥2,999","￥1,000～￥1,999",3.24,11
Uoshin,4-chome-3-8 Higashiikebukuro Toshima City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1305/A130501/13039080/,[月～金]11:00～14:00 17:30～22:00[土]17:30～お客数次第※夜は予約客中心  ※しばらくの間、土曜日のランチ営業は行わないそうです,"￥8,000～￥9,999","￥1,000～￥1,999",3.68,101
Sakaeya,1-chome-1-25 Nishiikebukuro Toshima City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1305/A130501/13101948/,［月～土］10:00～21:00［日・祝］10:00～20:00,"￥1,000～￥1,999",～￥999,3.23,22
sushiuogashinihonichi,25-6 Udagawacho Shibuya City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1303/A130301/13052347/,11:00～23:00,"￥1,000～￥1,999",～￥999,3.18,55
Sushikatsu,1-chome-53-3 Minamiotsuka Toshima City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1323/A132302/13019423/,11:30～22:00,"￥8,000～￥9,999","￥6,000～￥7,999",3.66,41
Sakurai,1-chome-2-16 Nihonbashi Chuo City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1302/A130202/13025612/,【月～金】11:00～14:00（LO 13:30）17:00～22:00（LO 21:30）【土曜】11:30～14:00（不定休　ご予約賜ります）,"￥6,000～￥7,999","￥1,000～￥1,999",3.51,58
Natorizushi,5-chome-17-7 Higashinakano Nakano City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1319/A131901/13012214/,18:00～22:00,"￥20,000～￥29,999",-,3.38,20
Kaisemmisakikou,1-chome-49-3 Shinkoiwa Katsushika City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1312/A131204/13187655/,11:00～22:00,"￥3,000～￥3,999","￥2,000～￥2,999",3.03,11
Sushimitsukawaroppongihiruzuten,Roppongi Minato City Tokyo,n/a,https://tabelog.com/en/tokyo/A1307/A130701/13229014/,11:30～14:00 17:30～21:00,"￥20,000～￥29,999","￥6,000～￥7,999",3.36,14
Sushidokoroshiki,4-chome-8-13 Ginza Chuo City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1301/A130101/13155872/,【営業時間】18:00～23:00（※最終入店時間21:30までとなります）,"￥15,000～￥19,999",-,3.31,20
Tsukijiginicchoukasugaten,Koishikawa Bunkyo City Tokyo,n/a,https://tabelog.com/en/tokyo/A1310/A131004/13202182/,テイクアウト　10:00～21:30イートイン　11:00～21:00（LO　20:30）,"￥1,000～￥1,999","￥1,000～￥1,999",3.26,13
Sushiryuu,5-chome-13-12 Toyotamakita Nerima City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1321/A132102/13071356/,12:00～14:00 17:00～22:00,"￥5,000～￥5,999",-,3.2,11
nemurohanamaru,7-chome-68-1 Nishikamata Ota City Tokyo,n/a,https://tabelog.com/en/tokyo/A1315/A131503/13258701/,11:00～20:00,"￥1,000～￥1,999","￥1,000～￥1,999",3.04,10
Sushisagawa,Roppongi Minato City Tokyo,n/a,https://tabelog.com/en/tokyo/A1307/A130701/13252500/,18:00～23:00(L.O.23:00),"￥20,000～￥29,999",-,3.33,18
Mawarusushizammai,4-chome-10-15 Tsukiji Chuo City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1313/A131301/13055317/,※一時休業中,"￥3,000～￥3,999","￥1,000～￥1,999",3.24,94
sanchokugurumekaitenzushikantaroutoukyou,1-chome-9-1 Marunouchi Chiyoda City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1302/A130201/13211338/,[月～金] 11:00～23:00　LO 22:30 [土・日・祝] 11:00～22:00 LO 21:30,"￥2,000～￥2,999","￥1,000～￥1,999",3.24,64
Aburihyakkan,2 Chome-1 Ariake Koto City Tokyo,n/a,https://tabelog.com/en/tokyo/A1313/A131306/13248096/,,"￥3,000～￥3,999","￥2,000～￥2,999",3.21,13
Kaidannoue,Senju Adachi City Tokyo,050-5868-5983,https://tabelog.com/en/tokyo/A1324/A132402/13234917/,17:00～23:00(L.O.22:00),"￥5,000～￥5,999",-,3.24,19
Inaho,Koyasumachi Hachioji Tokyo,n/a,https://tabelog.com/en/tokyo/A1329/A132904/13162292/,17:00～23:30(L.O.23:00),"￥10,000～￥14,999",-,3.34,14
Sushimatsumoto,1-chome-49-14 Itabashi Itabashi City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1322/A132201/13185463/,月曜.木曜日19:00一斉スタート火曜.金曜.土曜日は17:00〜(19時退店)20:00～の2部制,"￥15,000～￥19,999",-,3.68,66
sakurasushi,3-chome-37-12 Nakakasai Edogawa City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1313/A131305/13026686/,10:00～翌8:00,"￥6,000～￥7,999","￥1,000～￥1,999",3.37,43
Sushichoushimaru,Akabanekita Kita City Tokyo,n/a,https://tabelog.com/en/tokyo/A1323/A132305/13060628/,HPまたは店舗にてご確認ください。,"￥1,000～￥1,999","￥1,000～￥1,999",3.06,25
yushimaonnazakakinoshita,3-chome-32-12 Yushima Bunkyo City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1311/A131101/13025495/,7/12(月)～8/22(日)緊急事態宣言の要請に従い、休業とさせていただきます,"￥8,000～￥9,999","￥1,000～￥1,999",3.4,31
Hakodatesushikinsouhonten,8-chome-7-9 Ginza Chuo City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1301/A130101/13002622/,月～金 17:00～翌1:30LO1:00土・祝 16:00～22:00LO21:30時短要請中など変更あり,"￥8,000～￥9,999",-,3.6,74
Tsukijitamazushi,3-chome-14-5 Kotobashi Sumida City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1312/A131201/13028306/,11:00～23:00(L.O.22:30),"￥3,000～￥3,999","￥1,000～￥1,999",3.13,52
Katakuchi,1-chome-1-1 Kichijoji Honcho Musashino Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1320/A132001/13130167/,[月～金]11:30～14:00(平日限定ランチ）17:00～24:00(L.O.23:00)[土・日・祝]15:00～24:00(L.O.23:00),"￥2,000～￥2,999","￥1,000～￥1,999",3.42,43
Sasano,9-chome-6-23 Akasaka Minato City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1307/A130701/13001895/,[月～土]17時半～24時（LO　食事23時　ドリンク23時半）,"￥8,000～￥9,999",-,3.62,80
Mutenkurazushi,1-chome-29-1 Higashiikebukuro Toshima City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1305/A130501/13212371/,[月～金]11:00～24:00[土・日・祝]10:20～24:00※ご入店は閉店時間の30分前まで,"￥1,000～￥1,999","￥1,000～￥1,999",3.07,26
Kandairohazushi,Uchikanda Chiyoda City Tokyo,n/a,https://tabelog.com/en/tokyo/A1310/A131002/13059561/,11：30～14：00、17：00～22：30（L.O.22：00）,"￥6,000～￥7,999",～￥999,3.31,32
Sushidokorotaka,Nishiazabu Minato City Tokyo,n/a,https://tabelog.com/en/tokyo/A1307/A130701/13002028/,18:00〜24:00 (L.O23:30）,"￥20,000～￥29,999",-,3.13,23
Sushiarita,9-chome-7-1 Akasaka Minato City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1307/A130701/13126874/,11:30～14:30　17:30～22:00,"￥20,000～￥29,999","￥6,000～￥7,999",3.49,19
Uosen,9 Babashitacho Shinjuku City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1305/A130504/13133104/,11：45～14：00／17：30～22:00（L.O.21:30）,"￥2,000～￥2,999",～￥999,3.23,11
Kappazushi,Nukui Nerima City Tokyo,n/a,https://tabelog.com/en/tokyo/A1321/A132102/13061293/,午前10:00~午後11:00（ラストオーダー午後10:30),"￥1,000～￥1,999","￥1,000～￥1,999",3.13,45
Sushisumeshiya,2-chome-6-8 Suido Bunkyo City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1309/A130905/13207878/,,"￥8,000～￥9,999",-,3.09,14
Nihombashi,4-chome-10-30 Takanawa Minato City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1314/A131403/13056812/,11:30～14:0017:30～22:00,-,"￥4,000～￥4,999",3.27,19
Hidezushi,2-chome-8-5 Dogenzaka Shibuya City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1303/A130301/13045952/,17:00～翌6:00,"￥4,000～￥4,999",-,3.26,41
Sushiyoshi,Shiba Minato City Tokyo,n/a,https://tabelog.com/en/tokyo/A1314/A131401/13075588/,11:30～14:0017:30～22:00,-,"￥1,000～￥1,999",3.46,29
Senzushi,1-chome-25-4 Tomioka Koto City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1313/A131303/13036762/,17:00～翌4:00,"￥3,000～￥3,999",-,3.08,28
Kaisenzushiyoshi,97 Honcho Fussa Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1330/A133002/13038663/,月～木・日　　17:00～03:00(L.O.02:30)　金・土・祝前　17:00～03:00(L.O.02:30),"￥4,000～￥4,999","￥1,000～￥1,999",3.18,11
Tenkazushi,1-chome-17-10 Hyakunincho Shinjuku City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1304/A130404/13094811/,平　日	11～23時日祝日	11～22時,"￥2,000～￥2,999",～￥999,3.18,39
Ozakigyuuyakinikuginzahimuka,5-chome-2-1 Ginza Chuo City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1301/A130101/13193861/,緊急事態宣言発令をうけ、当面の間は下記の営業時間となります。【月～金】11：00～16：00（15：00L.O.)【土日祝】11：00～20：00（19：00L.O.）東京都の要請を受け、酒類の提供は全日停止させて頂きます。,"￥10,000～￥14,999","￥3,000～￥3,999",3.54,89
Sushichoushimaruminamisenjuten,Minamisenju Arakawa City Tokyo,n/a,https://tabelog.com/en/tokyo/A1324/A132401/13195389/,HPまたは店舗にてご確認ください。,"￥1,000～￥1,999","￥1,000～￥1,999",3.07,24
Maguroichiba,1-chome-28-4 Higashiikebukuro Toshima City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1305/A130501/13026555/,11:00～22:00,"￥1,000～￥1,999",～￥999,3.13,47
Sushihide,1-chome-3-10 Kajicho Chiyoda City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1310/A131002/13223925/,17:00～22:30,"￥5,000～￥5,999",-,3.24,13
Tachiguimidori,3-chome-28-14 Nishiikebukuro Toshima City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1305/A130501/13131023/,11:00～23:00(L.O 22:30）,"￥2,000～￥2,999","￥1,000～￥1,999",3.48,239
Hidezushi,2-chome-3-9 Ueno Taito City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1311/A131101/13037690/,11：00～翌06：00　（金曜日は翌朝8：00まで） ランチタイム　11：00～15：00,-,～￥999,3.28,62
Kidoguchi,5-chome-6-3 Minamiaoyama Minato City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1306/A130602/13004710/,［月～金］12:00～13:20／17:30～23:00（L.O.22:00）［土・祝］17:30～23:00（L.O.22:00）,"￥20,000～￥29,999",-,3.26,22
Sushiisao,3-chome-18-16 Nishiogikita Suginami City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1319/A131907/13201241/,17:30～23:30(売り切れ次第終了),"￥10,000～￥14,999",-,3.3,13
gurumekaitenzushimagurodonyamiuramisakikoumegumi,2-chome-21-1 Shibuya Shibuya City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1303/A130301/13140077/,11:00～23:00 （LO 22:30）,"￥3,000～￥3,999","￥1,000～￥1,999",3.27,103
Mai,1-chome-4-1 Mita Meguro City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1303/A130302/13004489/,朝食：7:00～10:00(日曜のみ)ランチ：11:30～15:00ティータイム：14:30～16:30(平日のみ)ディナー：17:30～21:30,"￥15,000～￥19,999","￥10,000～￥14,999",3.56,59
Mutenkurazushi,3-chome-2-18 Nishikubo Musashino Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1320/A132002/13155821/,[全日]11:00～24:00※ご入店は閉店時間の30分前まで,"￥1,000～￥1,999","￥1,000～￥1,999",3.04,18
Maguro rare nouten,1-chome-3-6 Nihonbashiningyocho Chuo City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1302/A130204/13232675/,11:30～14:0017:00～22:00,"￥4,000～￥4,999",～￥999,3.23,17
Sushisagane,Nishishinjuku Shinjuku City Tokyo,n/a,https://tabelog.com/en/tokyo/A1304/A130401/13132395/,[ランチ]12:00〜14:00(最終入店)  [ディナー]17:00〜21:00(最終入店)ランチコースは前日までに要予約,"￥15,000～￥19,999","￥5,000～￥5,999",3.23,23
Toriahezu,Yotsugi Katsushika City Tokyo,n/a,https://tabelog.com/en/tokyo/A1324/A132403/13047307/,17:30～23:00(L.O.22:20),"￥5,000～￥5,999",-,3.32,23
Tsukijitakewaka,1-chome-9-1 Marunouchi Chiyoda City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1302/A130201/13050448/,[月～土]8:00～22:00[日・祝]8:00～21:00,"￥1,000～￥1,999","￥2,000～￥2,999",3.54,86
Sushihayashi,2-chome-7-11 Koenjikita Suginami City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1319/A131904/13238504/,,"￥10,000～￥14,999",-,3.53,24
Gansozushi,Nakano Nakano City Tokyo,n/a,https://tabelog.com/en/tokyo/A1319/A131902/13096123/,11:00～22:00 (LO 21:45),"￥1,000～￥1,999",～￥999,3.04,34
Rosan,2-chome-5-1 Akebonocho Tachikawa Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1329/A132901/13025989/,11:00～22:00(LO21:30),"￥2,000～￥2,999","￥2,000～￥2,999",3.44,42
Tatsumizushi,3-chome-13-5 Tsukishima Chuo City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1313/A131302/13002238/,平日　11:30～13:30　18:00～22:00,"￥5,000～￥5,999","￥1,000～￥1,999",3.46,40
Sushiwatanabe,7 Arakicho Shinjuku City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1309/A130903/13170589/,17:00～23:00(L.O.22:00),"￥20,000～￥29,999",-,3.69,36
sushikeita,6-chome-6-4 Tsukiji Chuo City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1313/A131301/13213360/,夜の営業[火・水・木・金・土・日]17:30～22:30(閉店)  昼の営業は水、土、日のみとなります。,"￥20,000～￥29,999","￥10,000～￥14,999",3.75,118
Sushiyanohanahachi,28-11 Ōyamakanaicho Itabashi City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1322/A132203/13098372/,18:30～23:00,"￥10,000～￥14,999",-,3.32,12
Inarizushimatsumura,1-chome-15-12 Higashimukojima Sumida City Tokyo-to,050-5594-5098,https://tabelog.com/en/tokyo/A1312/A131203/13199295/,7:30～18:00（L.O.）,～￥999,～￥999,3.36,25
Sushidokoroterashita,8-chome-7-7 Ginza Chuo City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1301/A130103/13203270/,[月～土]17:00～翌2:00（L.O.翌1:00）[日・祝]17:00～22:00（L.O.21:30）,"￥15,000～￥19,999",-,3.09,11
DAIDOKOYA,Taishido Setagaya City Tokyo,n/a,https://tabelog.com/en/tokyo/A1317/A131706/13082443/,11:00～23:30,"￥3,000～￥3,999","￥1,000～￥1,999",3.49,105
Tsukijitamasushisasashigure,4-chome-12-10 Jingumae Shibuya City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1306/A130602/13196633/,[月～土] 11:00～23:00(L.O.22:30) [日] 11:00～22:00(L.O.21:30),"￥6,000～￥7,999","￥1,000～￥1,999",3.08,25
Uogashizushi,2-chome-11-20 Akatsuka Itabashi City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1322/A132204/13048312/,12:00～22:30,"￥2,000～￥2,999","￥1,000～￥1,999",3.11,10
mawashizushikatsukatsumidori,5-chome-13-1 Nishikamata Ota City 足柄上郡 Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1315/A131503/13049518/,11:00～20:00(L.O.19:30),"￥2,000～￥2,999","￥1,000～￥1,999",3.48,196
Gattensushi,3-chome-23-8 Higashioume Ome Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1330/A133003/13104273/,【月～木・日・祝日】11：30～21：30（ラストオーダー21：00）【金・土・祝前日】11：30～22：00（ラストオーダー21：30）※天候などにより、営業時間を変更する場合がございます。詳しくはホームページをご確認ください。,"￥1,000～￥1,999","￥1,000～￥1,999",3.05,17
Taiyou,1-chome-7-10 Tomioka Koto City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1313/A131303/13114225/,17:00～20:30(L.O.),"￥2,000～￥2,999",-,3.56,70
sushinodarihan,Sendagaya Shibuya City Tokyo,n/a,https://tabelog.com/en/tokyo/A1304/A130403/13161175/,16:00～23:30（L.O.23:00）［祝日］16:00～22:30（L.O.22:00）,"￥4,000～￥4,999",-,3.54,90
Sushiyashouta,3-chome-3-10 Azabujuban Minato City Tokyo,n/a,https://tabelog.com/en/tokyo/A1307/A130702/13241750/,昼　12:00～14:30(L.O 14:00)夜　17:30～22:30(L.O 22:00),"￥15,000～￥19,999","￥15,000～￥19,999",3.51,32
